"source","g_job_id","company","title","location","posted_at","via","job_url","description"
"google_jobs","eyJqb2JfdGl0bGUiOiJSZWNydWl0bWVudCBSZXN1bHRzIC0gQ2FyZWVycyIsImNvbXBhbnlfbmFtZSI6InNiaS5jby5pbiIsInVybCI6Imh0dHBzOi8vc2JpLmNvLmluL3dlYi9jYXJlZXJzL3JlY3J1aXRtZW50LXJlc3VsdHMifQ==","sbi.co.in","Recruitment Results - Careers","","","sbi.co.in","https://sbi.co.in/web/careers/recruitment-results","4 days ago ... SPECIAL DRIVE FOR RECRUITMENT OF JUNIOR ASSOCIATES (CUSTOMER SUPPORT & SALES) ... © 2016 State Bank of India."
"google_jobs","eyJqb2JfdGl0bGUiOiJSZW1vdGUgSnVuaW9yIC5ORVQgRGV2ZWxvcGVyIEpvYnMgfCBIaW1hbGF5YXMiLCJjb21wYW55X25hbWUiOiJoaW1hbGF5YXMuYXBwIiwidXJsIjoiaHR0cHM6Ly9oaW1hbGF5YXMuYXBwL2pvYnMvanVuaW9yLW5ldC1kZXZlbG9wZXIifQ==","himalayas.app","Remote Junior .NET Developer Jobs | Himalayas","","","himalayas.app","https://himalayas.app/jobs/junior-net-developer","2 days ago ... .NET Developer (React) (Remote - India) 3 days ago. Jobgether · Jobgether's ... JavaScript.NETC++Information Technology And ServicesSQLJunior Software Developer ..."
"google_jobs","eyJqb2JfdGl0bGUiOiJHcmFkdWF0ZSBFbmdpbmVlciBUcmFpbmVlIChHRVQpIOKAkyBQcm9kIFN1cHBvcnQgaW4gR3VyZ2FvbiAuLi4iLCJjb21wYW55X25hbWUiOiJBbGlnaHQiLCJ1cmwiOiJodHRwczovL2NhcmVlcnMuYWxpZ2h0LmNvbS91cy9lbi9qb2IvQUxJR1VTUjM0MzEwRVhURVJOQUxFTlVTL0dyYWR1YXRlLUVuZ2luZWVyLVRyYWluZWUtR0VULVByb2QtU3VwcG9ydCJ9","Alight","Graduate Engineer Trainee (GET) – Prod Support in Gurgaon ...","Gurgaon","2025-09-16","careers.alight.com","https://careers.alight.com/us/en/job/ALIGUSR34310EXTERNALENUS/Graduate-Engineer-Trainee-GET-Prod-Support","<p><b>Job Title: Graduate Engineer Trainee (GET) – Prod Support</b> </p><p><b>Location: Gurugram, India</b> </p><p><b>Experience: 0-2 yrs</b></p><p></p><p><b>Job Summary: </b></p><p>A .NET Production Support Developer is responsible for ensuring the smooth and reliable operation of applications built on the .NET platform. This role involves troubleshooting, debugging, and resolving production issues, as well as contributing to the improvement and optimization of .NET applications, Senior developers in this area often have a deep understanding of .NET technologies and the ability to work with various stakeholders to address technical problems </p><p><b>Key Responsibilities:</b> </p><ul><li>Troubleshooting and Debugging: Identifying and resolving production issues in .NET applications, including performance problems and errors. </li><li>Production Support: Working with various teams to ensure the stability and reliability of .NET applications in a production environment. </li><li>Performance Optimization: Analyzing and improving the performance of .NET applications, including database queries and code efficiency. </li><li>Application Management: Managing the lifecycle of .NET applications, including deployment, updates, and upgrades. </li><li>Documentation: Creating and maintaining documentation for .NET applications and related processes. </li><li>Collaboration: Working effectively with other developers, testers, and stakeholders to resolve issues and improve applications. </…"
"google_jobs","eyJqb2JfdGl0bGUiOiJHcmFkdWF0ZSBFbmdpbmVlciBUcmFpbmVlIC0gSm9obnNvbiBDb250cm9scyBDYXJlZXJzIiwiY29tcGFueV9uYW1lIjoiSm9obnNvbiBDb250cm9scyBJbnRlcm5hdGlvbmFsIiwidXJsIjoiaHR0cHM6Ly9qb2JzLmpvaG5zb25jb250cm9scy5jb20vam9iL1dEMzAyNDk5NjEifQ==","Johnson Controls International","Graduate Engineer Trainee - Johnson Controls Careers","Pune","2025-09-17","jobs.johnsoncontrols.com","https://jobs.johnsoncontrols.com/job/WD30249961","Machine Learning and AI Trainee EngineerJob Level: Trainee Data Science and Knowledge EngineerExperience Level: EntryLocation: Pune (Hybrid)Reporting To: Data Science and Knowledge EngineerWhat we do:Build your best future with the Johnson Controls team.As a global leader with 140+ years of legacy in smart, healthy and sustainable buildings, our mission is to reimagine the performance of buildings to serve people, places and the planet. Join a winning team that enables you to build your best future! Our teams are uniquely positioned to support a multitude of industries across the globe. You will have the opportunity to develop yourself through meaningful work projects and learning opportunities. We strive to provide our employees with an experience, focused on supporting their physical, financial, and emotional wellbeing.We are a “Great Place To Work” Certified organization. Become a member of the Johnson Controls family and thrive in an empowering company culture where your voice and ideas will be heard – your next great opportunity is just a few clicks away!What We Offer:A structured training program to enhance your technical and professional skills.Mentorship from experienced professionals.opportunities to work on real-world projects and cutting-edge technologies.A collaborative and inclusive work culture.What will you enjoy doing:Working on cutting edge technologies.Working on innovative products.To be part of Cross functional team.Job Description:We are looking for dyna…"
"google_jobs","eyJqb2JfdGl0bGUiOiJOZXN0bMOpIENhcmVlcnM6IE9wcG9ydHVuaXRpZXMgRm9yIFN0dWRlbnRzICYgR3JhZHVhdGVzIiwiY29tcGFueV9uYW1lIjoibmVzdGxlLmluIiwidXJsIjoiaHR0cHM6Ly93d3cubmVzdGxlLmluL2pvYnMvc3R1ZGVudHMtZ3JhZHVhdGVzIn0=","nestle.in","Nestlé Careers: Opportunities For Students & Graduates","","","www.nestle.in","https://www.nestle.in/jobs/students-graduates","4 days ago ... The Nestlé Graduate Trainee Programme offers recent graduates a unique ... Nespreneur is a program created by Nestlé R+D Accelerator India to engage ..."
"google_jobs","eyJqb2JfdGl0bGUiOiJDYXJlZXJzIOKAkyBCRU1MIEluZGlhIiwiY29tcGFueV9uYW1lIjoiYmVtbGluZGlhLmluIiwidXJsIjoiaHR0cHM6Ly93d3cuYmVtbGluZGlhLmluL2NhcmVlcnMvIn0=","bemlindia.in","Careers – BEML India","","","www.bemlindia.in","https://www.bemlindia.in/careers/","2 days ago ... Advertisement - Recruitment of Junior Executives – Official Language on Fixed Term (Contract) Basis ... Engineer(Gr II). Advt. No. KP/S/06/2024 ..."
"google_jobs","eyJqb2JfdGl0bGUiOiJTb2Z0d2FyZSBFbmdpbmVlcmluZyBJbnRlcm4gLSBJbmRpYSIsImNvbXBhbnlfbmFtZSI6ImNhcmVlcnMuY291cnNlcmEuY29tIiwidXJsIjoiaHR0cHM6Ly9jYXJlZXJzLmNvdXJzZXJhLmNvbS9qb2JzL3NvZnR3YXJlLWVuZ2luZWVyaW5nLWludGVybi1pbmRpYSJ9","careers.coursera.com","Software Engineering Intern - India","","","careers.coursera.com","https://careers.coursera.com/jobs/software-engineering-intern-india","23 hours ago ... Software Engineering Intern · Strong competencies in data structures, algorithms and software design · Demonstrated software engineer experience via an internship ..."
"google_jobs","eyJqb2JfdGl0bGUiOiJVbnZlaWxpbmcgT3Bwb3J0dW5pdGllczogQ2FyZWVycyBhdCBTZW50aW5lbE9uZSIsImNvbXBhbnlfbmFtZSI6InNlbnRpbmVsb25lLmNvbSIsInVybCI6Imh0dHBzOi8vd3d3LnNlbnRpbmVsb25lLmNvbS9qb2JzLyJ9","sentinelone.com","Unveiling Opportunities: Careers at SentinelOne","","","www.sentinelone.com","https://www.sentinelone.com/jobs/","4 hours ago ... ... Intern (Costa Rica). Internships - Americas. Cyber Security Analyst. Prague ... India. Sales - Asia, Pacific & Japan. Enterprise Sales Representative ..."
"google_jobs","eyJqb2JfdGl0bGUiOiJXZWJheGlzIFNvZnR3YXJlIFNlcnZpY2VzIGNvbXBhbnkgaGFzIHZhY2FuY3kgb2YgV29yayBGcm9tIC4uLiIsImNvbXBhbnlfbmFtZSI6IndvcmtpbmRpYS5pbiIsInVybCI6Imh0dHBzOi8vd3d3LndvcmtpbmRpYS5pbi9qb2JzL3dvcmtfZnJvbV9ob21lX3NvZnR3YXJlX3RyYWluZWUtaGFkYXBzYXItcHVuZS03OTIyMzkyLyJ9","workindia.in","Webaxis Software Services company has vacancy of Work From ...","","","www.workindia.in","https://www.workindia.in/jobs/work_from_home_software_trainee-hadapsar-pune-7922392/","1 day ago ... Apply for Work From Home - Software Trainee at Webaxis Software Services in Hadapsar, pune, Salary Rs. 10000 - Rs. 20000 per month. Graduate candidates can ..."
"google_jobs","eyJqb2JfdGl0bGUiOiJKdW5pb3IgUUEgRW5naW5lZXIgLSBPVFQgYXBwIGFuZCBkZXZpY2UgdGVzdGluZyBJUkMyNzQ4MDggaW4gLi4uIiwiY29tcGFueV9uYW1lIjoiY2FyZWVycy5oaXRhY2hpLmNvbSIsInVybCI6Imh0dHBzOi8vY2FyZWVycy5oaXRhY2hpLmNvbS9qb2JzLzE2NzYxNzk5LWp1bmlvci1xYS1lbmdpbmVlci1vdHQtYXBwLWFuZC1kZXZpY2UtdGVzdGluZy1pcmMyNzQ4MDgifQ==","careers.hitachi.com","Junior QA Engineer - OTT app and device testing IRC274808 in ...","","","careers.hitachi.com","https://careers.hitachi.com/jobs/16761799-junior-qa-engineer-ott-app-and-device-testing-irc274808","19 hours ago ... Junior QA Engineer - OTT app and device testing IRC274808. Location: Bangalore India Job ID: IRC274808 Date Posted: Sep 18, 2025. Segment: Digital System & ..."
"google_jobs","eyJqb2JfdGl0bGUiOiI1NiBTb2Z0d2FyZSBUZXN0aW5nIEpvYiBWYWNhbmNpZXMgKDIwMjUpIiwiY29tcGFueV9uYW1lIjoiaW50ZXJuc2hhbGEuY29tIiwidXJsIjoiaHR0cHM6Ly9pbnRlcm5zaGFsYS5jb20vam9icy9zb2Z0d2FyZS10ZXN0aW5nLWpvYnMvIn0=","internshala.com","56 Software Testing Job Vacancies (2025)","","","internshala.com","https://internshala.com/jobs/software-testing-jobs/","2 days ago ... JOB TITLE: Trainee Test Engineer - QA JOB PURPOSE: Should be able to do test ... As a QA Testing intern at Transition Computing India, you will have ..."
"google_jobs","eyJqb2JfdGl0bGUiOiJGcm9udGVuZCBFbmdpbmVlciAoSW5kaWEpIGF0IFZlY3RvclNoaWZ0IHwgWSBDb21iaW5hdG9yIiwiY29tcGFueV9uYW1lIjoiVmVjdG9yU2hpZnQiLCJ1cmwiOiJodHRwczovL3d3dy55Y29tYmluYXRvci5jb20vY29tcGFuaWVzL3ZlY3RvcnNoaWZ0L2pvYnMvbEg3QkRrWS1mcm9udGVuZC1lbmdpbmVlci1pbmRpYSJ9","VectorShift","Frontend Engineer (India) at VectorShift | Y Combinator","","2025-09-17T06:58:08Z","www.ycombinator.com","https://www.ycombinator.com/companies/vectorshift/jobs/lH7BDkY-frontend-engineer-india","As a Frontend Engineer, you will have the unique opportunity to shape the DNA of our user experience. Given the no/low-code nature of our platform, we're seeking someone who is not only technically adept but also deeply passionate about creating an engaging, intuitive, and performant user interface. Responsibilities: Work directly with the founders to conceptualize and implement an exceptional user interface. Lead frontend architecture decisions, ensuring the platform is scalable and maintainable. Drive forward web performance optimization. Advocate for and implement UI/UX best practices, ensuring users are at the heart of every design decision. Incorporate user feedback to continuously iterate and refine the platform. Stay updated with the latest frontend technologies and integrate them where relevant. Establish foundational frontend practices that will guide future team members. Requirements: Degree in a technical discipline, preferably computer science. Experience with React/NextJS or similar frontend frameworks. Experience with the entire web development process (design, development, and deployment). Ability to integrate seamlessly with backend APIs. Familiarity with source control tools, preferably Git. In-depth knowledge of responsive design. A keen eye for user experience and UI design. Strong communication skills and a collaborative mindset. Problem-solving aptitude and enthusiasm for overcoming challenges. Nice to Have: Experience in early-stage startup environments…"
"google_jobs","eyJqb2JfdGl0bGUiOiJGdWxsc3RhY2sgRGV2ZWxvcGVyIEludGVybiIsImNvbXBhbnlfbmFtZSI6ImF2ZW5nZXJzLmtla2EuY29tIiwidXJsIjoiaHR0cHM6Ly9hdmVuZ2Vycy5rZWthLmNvbS9jYXJlZXJzL2pvYmRldGFpbHMvOTc3MTcifQ==","avengers.keka.com","Fullstack Developer Intern","","","avengers.keka.com","https://avengers.keka.com/careers/jobdetails/97717","2 days ago ... Fullstack Developer Intern. 0 Years. Chennai. Full-Time. About Mako: Founded in 2013, Mako IT Lab is a global software development company committed to ..."
"google_jobs","eyJqb2JfdGl0bGUiOiJKb2JzIGF0IFkgQ29tYmluYXRvciBzdGFydHVwcyBpbiBJbmRpYSB8IFkgQ29tYmluYXRvciIsImNvbXBhbnlfbmFtZSI6Inljb21iaW5hdG9yLmNvbSIsInVybCI6Imh0dHBzOi8vd3d3Lnljb21iaW5hdG9yLmNvbS9qb2JzL2xvY2F0aW9uL2luZGlhIn0=","ycombinator.com","Jobs at Y Combinator startups in India | Y Combinator","","","www.ycombinator.com","https://www.ycombinator.com/jobs/location/india","2 days ago ... Full stack. •. ₹2.5M - ₹3.5M INR. •. India / Remote (IN). Apply. Mem0 (S24) ... Intern (US Shift). Internship. •. Sales. •. ₹18K - ₹20K INR. •. IN. Apply. Model ML ..."
